Student_ID,Gender,Age,Ethnicity,Parental_Level_of_Education,Lunch,Test_Preparation_Course,Math_Score,Reading_Score,Writing_Score
4318,Female,18,Group A,Bachelor's Degree,Standard,Completed,60,58,79
4319,Male,16,Group D,Master's Degree,Free/Reduced,None,36,34,30
4320,Male,16,Group D,Associate's Degree,Standard,Completed,93,25,9
4321,Male,18,Group B,Associate's Degree,Standard,None,86,2,26
4322,Male,18,Group D,Some College,Standard,None,75,82,49
4323,Male,16,Group D,High School,Free/Reduced,None,7,54,84
4324,Female,17,Group C,High School,Standard,None,56,70,6
4325,Male,15,Group E,Bachelor's Degree,Standard,None,23,71,53
4326,Female,18,Group C,Bachelor's Degree,Free/Reduced,Completed,64,15,82
4327,Male,16,Group C,Some College,Free/Reduced,Completed,0,100,16
4328,Female,17,Group E,Some High School,Standard,None,10,13,17
4329,Male,17,Group D,Bachelor's Degree,Standard,Completed,22,96,75
4330,Female,17,Group E,Some High School,Standard,Completed,25,49,2
4331,Male,18,Group B,Associate's Degree,Standard,None,33,34,11
4332,Female,16,Group C,Some College,Standard,None,18,99,12
4333,Female,15,Group A,Some College,Standard,None,69,92,93
4334,Male,16,Group A,Master's Degree,Standard,None,73,98,24
4335,Male,16,Group A,Some College,Free/Reduced,None,24,4,71
4336,Female,17,Group C,Bachelor's Degree,Standard,None,89,25,48
4337,Female,15,Group D,Some High School,Free/Reduced,None,15,39,1
4338,Male,18,Group D,Some High School,Standard,None,89,26,35
4339,Female,18,Group D,Some College,Free/Reduced,None,97,75,61
4340,Male,17,Group E,Bachelor's Degree,Standard,Completed,9,64,75
4341,Female,18,Group A,High School,Free/Reduced,Completed,24,97,35
4342,Male,16,Group B,Bachelor's Degree,Free/Reduced,None,23,66,85
4343,Female,17,Group B,Master's Degree,Standard,None,41,8,96
4344,Male,15,Group E,Master's Degree,Standard,None,96,64,57
4345,Male,16,Group B,Bachelor's Degree,Free/Reduced,Completed,29,63,10
4346,Male,15,Group C,Some High School,Standard,None,20,26,96
4347,Female,15,Group A,Associate's Degree,Standard,Completed,50,70,73
4348,Male,16,Group B,Some College,Free/Reduced,None,81,60,78
4349,Female,15,Group E,Some High School,Free/Reduced,None,75,56,1
4350,Female,17,Group C,Some College,Free/Reduced,None,37,83,27
4351,Female,17,Group E,Master's Degree,Standard,Completed,76,95,65
4352,Female,16,Group E,Master's Degree,Free/Reduced,Completed,52,45,2
4353,Female,18,Group D,Master's Degree,Standard,Completed,64,65,26
4354,Male,15,Group C,Some High School,Standard,None,81,28,42
4355,Male,16,Group D,Associate's Degree,Standard,Completed,36,93,15
4356,Male,15,Group D,Master's Degree,Standard,None,27,29,97
4357,Female,16,Group B,Associate's Degree,Free/Reduced,Completed,54,27,92
4358,Male,15,Group E,High School,Standard,Completed,32,51,93
4359,Male,18,Group C,Bachelor's Degree,Free/Reduced,None,44,36,32
4360,Male,16,Group E,Some High School,Standard,Completed,94,97,66
4361,Male,17,Group A,High School,Standard,Completed,30,60,75
4362,Female,18,Group C,Some College,Standard,Completed,67,57,97
4363,Male,17,Group B,Some College,Standard,None,0,1,41
4364,Male,18,Group D,Master's Degree,Standard,None,83,32,93
4365,Female,17,Group D,Master's Degree,Standard,Completed,87,12,31
4366,Female,18,Group B,Associate's Degree,Standard,None,32,29,71
4367,Female,15,Group D,Bachelor's Degree,Standard,None,36,91,21
4368,Male,17,Group A,Some High School,Standard,Completed,96,1,91
4369,Female,15,Group B,Associate's Degree,Free/Reduced,Completed,20,77,72
4370,Female,16,Group E,Master's Degree,Free/Reduced,None,8,1,37
4371,Female,15,Group C,Some College,Free/Reduced,None,7,79,39
4372,Male,17,Group B,Bachelor's Degree,Standard,Completed,8,14,9
4373,Female,18,Group E,Some High School,Free/Reduced,None,63,44,75
4374,Female,15,Group A,Some High School,Standard,None,44,24,91
4375,Female,18,Group A,High School,Standard,None,93,65,96
4376,Female,16,Group E,Some High School,Free/Reduced,Completed,7,81,15
4377,Male,16,Group C,Some College,Free/Reduced,Completed,79,53,33
4378,Female,17,Group D,Some High School,Free/Reduced,Completed,96,2,58
4379,Female,18,Group B,High School,Standard,None,55,23,72
4380,Female,15,Group C,Some College,Free/Reduced,Completed,10,69,93
4381,Male,15,Group D,Associate's Degree,Free/Reduced,Completed,86,16,6
4382,Male,16,Group B,Some College,Free/Reduced,Completed,97,50,46
4383,Female,18,Group D,Some High School,Standard,Completed,91,17,29
4384,Male,18,Group C,High School,Standard,Completed,57,44,39
4385,Female,16,Group B,Some College,Standard,Completed,1,33,56
4386,Female,15,Group A,Associate's Degree,Standard,None,95,100,16
4387,Female,16,Group B,Bachelor's Degree,Free/Reduced,Completed,86,21,71
4388,Female,18,Group B,High School,Free/Reduced,Completed,11,5,30
4389,Male,15,Group E,Some High School,Standard,None,40,33,75
4390,Female,16,Group C,Some High School,Standard,Completed,75,8,45
4391,Male,18,Group D,High School,Free/Reduced,Completed,98,83,11
4392,Male,18,Group A,Master's Degree,Free/Reduced,Completed,46,21,94
4393,Female,17,Group B,Some College,Standard,Completed,89,29,52
4394,Female,17,Group D,Some College,Free/Reduced,None,87,10,60
4395,Male,16,Group A,Master's Degree,Free/Reduced,Completed,77,78,27
4396,Female,15,Group C,Some College,Free/Reduced,None,86,4,81
4397,Male,15,Group D,Some College,Free/Reduced,None,8,92,7
4398,Female,17,Group E,High School,Standard,None,72,83,72
4399,Male,18,Group C,Bachelor's Degree,Standard,Completed,33,45,42
4400,Female,17,Group D,Some High School,Standard,Completed,93,57,93
4401,Male,16,Group D,Some College,Free/Reduced,None,40,59,28
4402,Male,17,Group E,Bachelor's Degree,Free/Reduced,Completed,57,17,16
4403,Female,15,Group D,Bachelor's Degree,Free/Reduced,Completed,45,0,84
4404,Female,16,Group D,Some High School,Free/Reduced,Completed,95,34,93
4405,Male,15,Group A,Master's Degree,Standard,Completed,61,97,50
4406,Female,16,Group A,Master's Degree,Standard,Completed,47,35,63
4407,Female,18,Group D,Some College,Free/Reduced,None,63,8,1
4408,Male,17,Group A,Bachelor's Degree,Free/Reduced,Completed,38,2,71
4409,Male,15,Group B,Some College,Free/Reduced,Completed,97,7,32
4410,Female,16,Group B,Bachelor's Degree,Standard,Completed,62,90,65
4411,Male,17,Group B,Bachelor's Degree,Free/Reduced,None,40,88,97
4412,Female,15,Group A,Some College,Free/Reduced,None,69,63,66
4413,Female,18,Group B,Master's Degree,Standard,Completed,95,88,51
4414,Male,16,Group C,Master's Degree,Free/Reduced,None,24,75,80
4415,Female,15,Group D,Bachelor's Degree,Standard,Completed,29,90,67
4416,Female,15,Group C,Some College,Free/Reduced,None,75,34,95
4417,Female,18,Group E,Some High School,Free/Reduced,None,21,12,98
4418,Female,16,Group B,Bachelor's Degree,Standard,Completed,5,72,52
4419,Female,17,Group D,High School,Standard,Completed,88,27,42
4420,Female,15,Group B,Associate's Degree,Standard,None,45,20,48
4421,Male,16,Group A,Master's Degree,Standard,None,52,34,88
4422,Female,16,Group A,Some College,Free/Reduced,None,59,47,84
4423,Male,18,Group A,Some High School,Standard,Completed,59,99,19
4424,Male,15,Group C,Some High School,Standard,None,41,30,75
4425,Female,17,Group D,Bachelor's Degree,Standard,Completed,51,70,21
4426,Female,15,Group D,High School,Standard,None,59,82,47
4427,Female,15,Group B,High School,Free/Reduced,Completed,59,9,99
4428,Female,17,Group D,Bachelor's Degree,Free/Reduced,Completed,57,7,84
4429,Male,16,Group E,Master's Degree,Free/Reduced,None,19,79,84
4430,Male,15,Group C,High School,Free/Reduced,None,18,61,68
4431,Male,16,Group E,Master's Degree,Free/Reduced,Completed,94,91,84
4432,Female,18,Group E,Master's Degree,Free/Reduced,None,96,78,23
4433,Male,16,Group B,Some High School,Standard,None,49,39,20
4434,Male,17,Group C,High School,Standard,None,53,12,67
4435,Female,17,Group A,Bachelor's Degree,Standard,None,3,81,21
4436,Male,18,Group D,Associate's Degree,Free/Reduced,Completed,17,18,91
4437,Female,16,Group C,Master's Degree,Free/Reduced,Completed,100,18,68
4438,Female,15,Group D,High School,Standard,Completed,40,96,0
4439,Female,18,Group E,Some High School,Standard,None,48,35,97
4440,Female,17,Group E,Some High School,Free/Reduced,None,80,69,97
4441,Female,16,Group E,Some High School,Standard,None,19,59,14
4442,Male,17,Group E,Some College,Free/Reduced,None,51,3,67
4443,Male,15,Group A,High School,Standard,None,46,75,27
4444,Female,18,Group D,Bachelor's Degree,Standard,None,1,93,19
4445,Female,18,Group E,Associate's Degree,Free/Reduced,None,55,94,31
4446,Female,17,Group C,High School,Free/Reduced,Completed,84,71,47
4447,Female,18,Group C,Some College,Free/Reduced,None,22,60,26
4448,Female,16,Group D,High School,Standard,None,19,19,5
4449,Female,16,Group A,Some High School,Standard,None,75,95,55
4450,Male,17,Group D,Some College,Free/Reduced,Completed,23,49,65
4451,Male,17,Group A,Master's Degree,Standard,Completed,27,32,65
4452,Male,18,Group E,Some College,Standard,None,12,73,43
4453,Male,17,Group A,Bachelor's Degree,Standard,Completed,2,52,54
4454,Female,16,Group B,Some High School,Free/Reduced,None,50,26,68
4455,Female,15,Group E,Some College,Free/Reduced,None,60,23,93
4456,Male,16,Group E,Bachelor's Degree,Standard,Completed,19,22,38
4457,Female,18,Group E,Some College,Standard,None,34,47,87
4458,Male,17,Group B,Associate's Degree,Free/Reduced,Completed,43,10,54
4459,Female,17,Group E,Master's Degree,Free/Reduced,Completed,25,63,62
4460,Female,17,Group D,Some High School,Standard,None,2,38,52
4461,Female,18,Group B,Some High School,Standard,None,63,18,81
4462,Female,15,Group C,Some High School,Free/Reduced,Completed,50,23,63
4463,Female,18,Group C,Master's Degree,Standard,None,20,37,64
4464,Female,16,Group A,Master's Degree,Free/Reduced,None,38,1,2
4465,Male,15,Group B,Some College,Standard,Completed,70,33,78
4466,Male,17,Group B,High School,Free/Reduced,None,35,88,51
4467,Female,16,Group A,Some High School,Standard,Completed,29,82,35
4468,Female,17,Group D,High School,Standard,None,24,86,41
4469,Female,15,Group A,Some College,Free/Reduced,None,62,27,70
4470,Male,18,Group A,Master's Degree,Free/Reduced,None,77,22,28
4471,Female,16,Group C,Some High School,Standard,None,92,53,61
4472,Female,18,Group A,Bachelor's Degree,Standard,Completed,63,12,34
4473,Female,16,Group A,High School,Standard,Completed,55,13,93
4474,Male,17,Group D,Some College,Free/Reduced,None,55,68,35
4475,Female,17,Group D,Master's Degree,Standard,None,20,79,73
4476,Male,18,Group C,Bachelor's Degree,Free/Reduced,Completed,62,6,41
4477,Male,17,Group B,Master's Degree,Standard,Completed,85,4,73
4478,Male,15,Group D,Master's Degree,Standard,None,7,24,60
4479,Male,15,Group B,Associate's Degree,Standard,Completed,45,39,42
4480,Male,15,Group D,Some High School,Standard,None,13,48,18
4481,Male,15,Group D,High School,Standard,None,8,67,10
4482,Male,16,Group C,Bachelor's Degree,Standard,None,41,55,29
4483,Male,16,Group D,Some College,Standard,None,90,12,45
4484,Male,15,Group A,Some High School,Free/Reduced,Completed,61,88,81
4485,Female,16,Group A,High School,Standard,Completed,77,48,25
4486,Male,15,Group C,Master's Degree,Standard,Completed,37,27,10
4487,Female,18,Group E,High School,Standard,Completed,18,6,61
4488,Male,16,Group E,Some College,Free/Reduced,Completed,30,60,41
4489,Female,15,Group A,Some College,Standard,None,66,1,44
4490,Female,15,Group E,High School,Standard,None,63,19,87
4491,Male,18,Group B,Some High School,Standard,Completed,27,69,100
4492,Female,18,Group C,Bachelor's Degree,Standard,Completed,53,51,90
4493,Female,17,Group C,Some College,Free/Reduced,None,62,57,42
4494,Female,15,Group C,Some College,Standard,None,1,88,76
4495,Female,17,Group C,Associate's Degree,Standard,None,39,83,80
4496,Male,16,Group A,Master's Degree,Standard,Completed,80,21,20
4497,Female,15,Group D,Master's Degree,Free/Reduced,Completed,20,7,64
4498,Male,15,Group B,Associate's Degree,Standard,Completed,43,19,89
4499,Male,16,Group C,Associate's Degree,Standard,Completed,80,99,79
4500,Female,18,Group C,Some High School,Free/Reduced,Completed,39,4,62
4501,Female,15,Group B,Associate's Degree,Standard,None,87,4,35
4502,Male,18,Group E,Some College,Free/Reduced,None,79,76,68
4503,Female,15,Group A,High School,Free/Reduced,None,54,42,90
4504,Male,17,Group B,Some College,Standard,Completed,78,99,58
4505,Female,18,Group C,Some College,Free/Reduced,Completed,15,30,35
4506,Male,17,Group B,Bachelor's Degree,Standard,Completed,76,50,11
4507,Female,15,Group D,Associate's Degree,Standard,None,16,53,87
4508,Female,17,Group A,Some High School,Standard,Completed,67,92,8
4509,Female,15,Group C,Some High School,Free/Reduced,None,36,17,90
4510,Male,15,Group E,Master's Degree,Standard,None,43,8,81
4511,Male,17,Group C,Some High School,Free/Reduced,Completed,92,73,37
4512,Male,15,Group E,Bachelor's Degree,Standard,Completed,47,46,67
4513,Male,16,Group E,Some High School,Free/Reduced,None,88,25,49
4514,Female,15,Group C,Master's Degree,Free/Reduced,Completed,16,52,87
4515,Female,15,Group D,Master's Degree,Free/Reduced,None,47,69,20
4516,Male,16,Group A,Master's Degree,Standard,None,72,74,54
4517,Female,18,Group D,High School,Free/Reduced,Completed,60,3,56
4518,Female,16,Group D,Master's Degree,Standard,Completed,8,1,41
4519,Male,16,Group C,Bachelor's Degree,Standard,Completed,2,43,97
4520,Female,16,Group A,Associate's Degree,Standard,Completed,57,59,15
4521,Male,16,Group D,Some College,Standard,None,47,60,95
4522,Female,18,Group B,Associate's Degree,Free/Reduced,None,53,77,83
4523,Male,15,Group E,Some College,Free/Reduced,Completed,31,40,15
4524,Female,17,Group A,Some High School,Free/Reduced,None,26,3,78
4525,Female,18,Group D,Bachelor's Degree,Free/Reduced,Completed,41,7,79
4526,Male,18,Group B,Master's Degree,Standard,None,88,12,63
4527,Female,15,Group D,Some College,Standard,Completed,29,63,54
4528,Female,16,Group E,Some High School,Standard,Completed,40,31,32
4529,Male,16,Group B,High School,Standard,Completed,81,17,42
4530,Male,18,Group C,Some High School,Standard,None,60,42,28
4531,Male,17,Group D,Some College,Standard,Completed,100,72,34
4532,Male,16,Group D,Bachelor's Degree,Standard,None,35,1,78
4533,Female,18,Group E,Some College,Free/Reduced,None,71,3,52
4534,Female,17,Group E,Master's Degree,Free/Reduced,Completed,43,59,45
4535,Male,17,Group E,Master's Degree,Standard,None,73,27,100
4536,Male,17,Group E,Master's Degree,Standard,Completed,42,78,40
4537,Female,17,Group D,Master's Degree,Standard,None,89,59,9
4538,Female,18,Group D,Some College,Free/Reduced,Completed,24,11,98
4539,Male,18,Group D,High School,Standard,None,16,24,45
4540,Female,17,Group C,Associate's Degree,Free/Reduced,None,41,96,99
4541,Female,16,Group B,Bachelor's Degree,Standard,Completed,100,99,82
4542,Male,16,Group E,Some High School,Standard,Completed,80,4,55
4543,Male,18,Group A,Master's Degree,Free/Reduced,Completed,73,83,39
4544,Female,17,Group E,Some High School,Standard,None,29,57,14
4545,Female,17,Group B,Some High School,Free/Reduced,None,90,21,78
4546,Male,18,Group C,Associate's Degree,Standard,None,75,20,51
4547,Female,18,Group A,Associate's Degree,Free/Reduced,None,78,11,56
4548,Female,18,Group D,Some College,Standard,Completed,30,13,67
4549,Male,15,Group E,Some College,Free/Reduced,None,31,26,76
4550,Male,15,Group B,Bachelor's Degree,Standard,None,62,69,54
4551,Male,17,Group E,High School,Standard,None,72,48,30
4552,Female,15,Group B,Bachelor's Degree,Free/Reduced,None,60,72,92
4553,Female,16,Group E,Master's Degree,Free/Reduced,Completed,2,5,1
4554,Female,17,Group A,Some High School,Free/Reduced,None,40,95,6
4555,Female,15,Group C,High School,Free/Reduced,Completed,65,65,72
4556,Female,17,Group E,High School,Standard,None,12,60,26
4557,Male,16,Group B,Associate's Degree,Free/Reduced,Completed,49,9,44
4558,Male,16,Group D,Associate's Degree,Standard,Completed,96,83,94
4559,Female,17,Group D,Some College,Free/Reduced,Completed,18,49,64
4560,Male,15,Group D,Some College,Standard,None,79,63,23
4561,Female,17,Group E,Master's Degree,Free/Reduced,Completed,41,18,7
4562,Male,16,Group D,Master's Degree,Free/Reduced,None,10,23,14
4563,Female,15,Group B,Bachelor's Degree,Free/Reduced,Completed,67,15,50
4564,Male,15,Group E,High School,Standard,Completed,62,3,100
4565,Female,18,Group B,High School,Free/Reduced,Completed,59,32,24
4566,Male,17,Group C,Some College,Free/Reduced,None,77,40,4
4567,Female,16,Group E,High School,Free/Reduced,None,93,90,10
4568,Female,16,Group C,Associate's Degree,Free/Reduced,None,34,99,97
4569,Female,17,Group E,Some College,Standard,None,8,35,94
4570,Male,17,Group B,Bachelor's Degree,Free/Reduced,None,57,95,41
4571,Male,16,Group D,Bachelor's Degree,Standard,None,49,52,73
4572,Male,16,Group C,High School,Standard,None,99,14,60
4573,Male,17,Group A,Some College,Free/Reduced,None,24,63,83
4574,Female,17,Group B,Some High School,Free/Reduced,Completed,98,14,81
4575,Male,15,Group A,High School,Free/Reduced,Completed,35,72,19
4576,Female,18,Group E,Some College,Free/Reduced,None,91,21,22
4577,Female,16,Group C,Master's Degree,Free/Reduced,None,18,70,35
4578,Female,15,Group B,Associate's Degree,Free/Reduced,None,46,8,18
4579,Male,17,Group C,Master's Degree,Standard,None,99,60,16
4580,Male,18,Group D,Master's Degree,Standard,Completed,7,0,67
4581,Male,16,Group D,Some High School,Free/Reduced,Completed,60,58,35
4582,Male,18,Group C,Some College,Free/Reduced,None,31,32,97
4583,Male,15,Group E,Some College,Standard,Completed,28,39,69
